Kâma;ka.ma
krokodiloj;ka.lu.pi.le
krokodilojn;ka.lu.pi.le
krokodilon;ka.lu.pi.le
krom;ka.za
kromedzecoj;ka.lu.pi.le
kromedzecojn;ka.lu.pi.le
kromedzecon;ka.lu.pi.le
kromm;ko.an
krommat;kɔ.palm
kromnomoj;ka.lu.pi.le
kromnomojn;ka.lu.pi.le
kromnomon;ka.lu.pi.le
kromoj;ka.lu.pi.le
kromojn;ka.lu.pi.le
kromon;ka.lu.pi.le
kromosomoj;ka.lu.pi.le
kromosomojn;ka.lu.pi.le
kromosomon;ka.lu.pi.le
krompagoj;ka.lu.pi.le
krompagojn;ka.lu.pi.le
krompagon;ka.lu.pi.le
kromproduktoj;ka.lu.pi.le
kromproduktojn;ka.lu.pi.le
kromprodukton;ka.lu.pi.le
kromsalajroj;ka.lu.pi.le
kromsalajrojn;ka.lu.pi.le
kromsalajron;ka.lu.pi.le
krona;kʁɔ.na
krone;klip
kronoj;ka.lu.pi.le
kronojn;ka.lu.pi.le
kronomeeter;ke.vin
kronon;ka.lu.pi.le
kronurs;kaʁt
krookus;ke.vin
kroom;ke.vin
krop;klip
kropoj;ka.lu.pi.le
kropojn;ka.lu.pi.le
kropon;ka.lu.pi.le
kropp;kʁɔ.na
krossa;kʁɔ.na
krotaloj;ka.lu.pi.le
krotalojn;ka.lu.pi.le
krotalon;ka.lu.pi.le
krouffe;kʁuf
kroumir;kʁu.miʁ
kroumirs;kʁu.miʁ
krowka;kɔ̃s.tɑ̃.ti.nɔ.pɔ.li.tɛ̃
kroziloj;ka.lu.pi.le
krozilojn;ka.lu.pi.le
krozilon;ka.lu.pi.le
krozoj;ka.lu.pi.le
krozojn;ka.lu.pi.le
krozon;ka.lu.pi.le
kru;kɛk
krucifiks;klip
krucifiksoj;ka.lu.pi.le
krucifiksojn;ka.lu.pi.le
krucifikson;ka.lu.pi.le
krucoj;ka.lu.pi.le
krucojn;ka.lu.pi.le
krucon;ka.lu.pi.le
krucumar;kyʁ.ta
kruitvat;kʁe.tin.ʁi
kruka;kʁɔ.na
krukke;kak
kruringoj;ka.lu.pi.le
kruringojn;ka.lu.pi.le
kruringon;ka.lu.pi.le
kruroj;ka.lu.pi.le
krurojn;ka.lu.pi.le
kruron;ka.lu.pi.le
krustoj;ka.lu.pi.le
krustojn;ka.lu.pi.le
kruston;ka.lu.pi.le
krut;kʁɔ.na
kruvikeeraja;ke.vin
kry;kʁɔ.kɔ.dil
krybbespil;kʁo.no.me.tʁœʁ
krychle;ko.ɔb.li.ʒə.ʁa
kryddek;kak
krympa;kal.vɑs
kryp;kʁɔ.na
krypton;kʁip.tɔ̃
kryptonite;kʁip.tɔ.nit
kryptonites;kʁip.tɔ.nit
krystal;klip
ksar;ksaʁ
ksars;kolkoz
ksenofobija;kse.ni.ja
ksenofobioj;ka.lu.pi.le
ksenofobiojn;ka.lu.pi.le
ksenofobion;ka.lu.pi.le
ksenon;kse.ni.ja
ksenonoj;ka.lu.pi.le
ksenonojn;ka.lu.pi.le
ksenonon;ka.lu.pi.le
ksenoon;ke.vin
kseroftalmija;kse.ni.ja
ksi;ksi
ksilen;kse.ni.ja
ksilofonoj;ka.lu.pi.le
ksilofonojn;ka.lu.pi.le
ksilofonon;ka.lu.pi.le
ksis;ksi
ksour;ksaʁ
ku;ky
kub;kʁɔ.na
kubaninoj;ka.lu.pi.le
kubaninojn;ka.lu.pi.le
kubaninon;ka.lu.pi.le
kubanoj;ka.lu.pi.le
kubanojn;ka.lu.pi.le
kubanon;ka.lu.pi.le
kubanski;ka.dʁi.ʁɛm
kubeboj;ka.lu.pi.le
kubebojn;ka.lu.pi.le
kubebon;ka.lu.pi.le
kubikroten;kwi.na.se
kubikroter;kwi.na.se
kubikroterna;kwi.na.se
kubizem;ka.dʁi.ʁɛm
kuboj;ka.lu.pi.le
kubojn;ka.lu.pi.le
kubon;ka.lu.pi.le
kubutoj;ka.lu.pi.le
kubutojn;ka.lu.pi.le
kubuton;ka.lu.pi.le
kucing;ka.li.mat
kuda;ka.li.mat
kudde;kʁɔ.kɔ.dil
kuddkrig;ke.li.se.ʁe
kuden;ka.me.leo.paʁ
kudradoj;ka.lu.pi.le
kudradojn;ka.lu.pi.le
kudradon;ka.lu.pi.le
kudriloj;ka.lu.pi.le
kudrilojn;ka.lu.pi.le
kudrilon;ka.lu.pi.le
kudumisvarras;ke.vin
kuduro;ku.du.ʁɔ
kuduros;ku.du.ʁɔ
kudurru;ku.du.ʁu
kudurrus;ku.du.ʁu
kuduru;ku.du.ʁu
kudurus;ku.du.ʁu
kuffert;klip
kufoj;ka.lu.pi.le
kufojn;ka.lu.pi.le
kufon;ka.lu.pi.le
kugelopf;ku.ɡlɔf
kugle;klip
kuhar;ka.dʁi.ʁɛm
kuharica;ka.dʁi.ʁɛm
kuhay;ko.do.do
kuhinja;ka.dʁi.ʁɛm
kuhinjski;ka.dʁi.ʁɛm
kuine;ke.vin
kuit;ko.an
kuivdokk;ke.vin
kuju;ke.vin
kukavica;ka.dʁi.ʁɛm
kukeseen;ke.vin
kukk;ke.vin
kukkuma;ke.vin
kukkumine;ke.vin
kuklhilh;ky.ky.o.ky.se.se.pe
kukmak;ka.dʁi.ʁɛm
kuksa;kuk.sa
kuksas;kuk.sa
kula;kʁɔ.na
kulabut;kʁi.jɔ.lɔ.ʒi
kulak;ka.na
kuldnokk;ke.vin
kulepenn;kak
kulilte;kɛ.za.ko
kulinarika;ka.dʁi.ʁɛm
kulit;ka.li.mat
kull;kak
kulle;kʁɔ.na
kullin;ka.me.leo.paʁ
kulm;ke.vin
kulmonoxid;kɛ.za.ko
kulon;ka.dʁi.ʁɛm
kulos;kɛ.za.ko
kulp;ke.vin
kult;ka.dʁi.ʁɛm
kultur;kʁɔ.na
kulturologija;ka.dʁi.ʁɛm
kultuurivaenuli;ke.vin
kum;ka.za
kumara;ka.dʁi.ʁɛm
kumarica;ka.dʁi.ʁɛm
kumina;ka.dʁi.ʁɛm
kumme;klip
kumona;kap
kumquat;kum.kwat
kumquats;kum.kwat
kumulonimbus;ka.dʁi.ʁɛm
kumulus;ka.dʁi.ʁɛm
kuna;ky.na
kunas;ky.na
kundërshtoj;kap
kund;kʁɔ.na
kunda;klɛp.tɔk.ʁa.tik
kundalini;kun.da.li.ni
kundalinis;ki.lɔ.ka.lɔ.ʁi
kundskab;klip
kunec;ka.dʁi.ʁɛm
kungarike;kʁɔ.na
kungurien;kun.ɡu.ʁjɛ̃
kuni;klɛʁ.sjɛl
kuning;ka.li.mat
kunne;klip
kunnoiksi;ka.si.mɔ.vjɛ̃
kunnoilla;ka.si.mɔ.vjɛ̃
kunnoille;ka.si.mɔ.vjɛ̃
kunnoilta;ka.si.mɔ.vjɛ̃
kunnoin;ka.si.mɔ.vjɛ̃
kunnoissa;ka.si.mɔ.vjɛ̃
kunnoista;ka.si.mɔ.vjɛ̃
kunnoitta;ka.si.mɔ.vjɛ̃
kunnoksi;ka.si.mɔ.vjɛ̃
kunnolle;ka.si.mɔ.vjɛ̃
kunnolta;ka.si.mɔ.vjɛ̃
kunnon;ka.si.mɔ.vjɛ̃
kunnossa;ka.si.mɔ.vjɛ̃
kunnosta;ka.si.mɔ.vjɛ̃
kunnot;ka.si.mɔ.vjɛ̃
kunnotta;ka.si.mɔ.vjɛ̃
kunoichi;ku.no.i.tʃi
kunoichis;ku.no.i.tʃi
kunskap;kʁɔ.na
kunskapare;kʁɔ.na
kunst;klip
kunststoffolie;køs
kuntoa;ka.si.mɔ.vjɛ̃
kuntoihin;ka.si.mɔ.vjɛ̃
kuntoina;ka.si.mɔ.vjɛ̃
kuntoja;ka.si.mɔ.vjɛ̃
kuntojen;ka.si.mɔ.vjɛ̃
kuntona;ka.si.mɔ.vjɛ̃
kuntoon;ka.si.mɔ.vjɛ̃
kunvivebla;ka.ʁə.ʁa
kunzite;kyn.zit
kuohi;kwɔ.i
kuonokopaksi;kas.ti.ja.ni.za.sjɔ̃
kuonokopalla;kas.ti.ja.ni.za.sjɔ̃
kuonokopalle;kas.ti.ja.ni.za.sjɔ̃
kuonokopan;kas.ti.ja.ni.za.sjɔ̃
kuonokopassa;kas.ti.ja.ni.za.sjɔ̃
kuonokopasta;kas.ti.ja.ni.za.sjɔ̃
kuonokopat;kas.ti.ja.ni.za.sjɔ̃
kuonokopatta;kas.ti.ja.ni.za.sjɔ̃
kuonokopiksi;kas.ti.ja.ni.za.sjɔ̃
kuonokopilla;kas.ti.ja.ni.za.sjɔ̃
kuonokopille;kas.ti.ja.ni.za.sjɔ̃
kuonokopilta;kas.ti.ja.ni.za.sjɔ̃
kuonokopin;kas.ti.ja.ni.za.sjɔ̃
kuonokopissa;kas.ti.ja.ni.za.sjɔ̃
kuonokopista;kas.ti.ja.ni.za.sjɔ̃
kuonokopitta;kas.ti.ja.ni.za.sjɔ̃
kuonokoppaa;kas.ti.ja.ni.za.sjɔ̃
kuonokoppaan;kas.ti.ja.ni.za.sjɔ̃
kuonokoppain;kas.ti.ja.ni.za.sjɔ̃
kuonokoppana;kas.ti.ja.ni.za.sjɔ̃
kuonokoppia;kas.ti.ja.ni.za.sjɔ̃
kuonokoppien;kas.ti.ja.ni.za.sjɔ̃
kuonokoppiin;kas.ti.ja.ni.za.sjɔ̃
kuonokoppina;kas.ti.ja.ni.za.sjɔ̃
kuori;kaʁ.tje.libʁ
kupé;kʁɔ.na
kupego;ka.ʁə.ʁa
kupférite;kyp.fe.ʁit
kupon;klip
kupong;kʁɔ.na
kurde;kyʁd
kurdes;kyʁd
kurdisâmes;kyʁ.di.zam
kurdisât;kyʁ.di.za
kurdisâtes;kyʁ.di.zat
kurdisèrent;kyʁ.di.zɛʁ
kurdisé;kyʁ.di.ze
kurdisée;kyʁ.di.ze
kurdisées;kyʁ.di.ze
kurdisés;kyʁ.di.ze
kurdisa;kyʁ.di.za
kurdisai;kyʁ.di.ze
kurdisaient;kyʁ.di.zɛ
kurdisais;kyʁ.di.zɛ
kurdisait;kyʁ.di.zɛ
kurdisant;kyʁ.di.zɑ̃
kurdisants;kyʁ.di.zɑ̃
kurdisas;kyʁ.di.za
kurdisasse;kyʁ.di.zas
kurdisassent;kyʁ.di.zas
kurdisasses;kyʁ.di.zas
kurdisassiez;kyʁ.di.za.sje
kurdisassions;kyʁ.di.za.sjɔ̃
kurdise;kyʁ.diz
kurdisent;kyʁ.diz
kurdiser;kyʁ.di.ze
kurdisera;kyʁ.di.zə.ʁa
kurdiserai;kyʁ.di.zə.ʁe
kurdiseraient;kyʁ.di.zə.ʁɛ
kurdiserais;kyʁ.di.zə.ʁɛ
kurdiserait;kyʁ.di.zə.ʁɛ
kurdiseras;kyʁ.di.zə.ʁa
kurdiserez;kyʁ.di.zə.ʁe
kurdiseriez;kyʁ.di.zə.ʁje
kurdiserions;kyʁ.di.zə.ʁjɔ̃
kurdiserons;kyʁ.di.zə.ʁɔ̃
kurdiseront;kyʁ.di.zə.ʁɔ̃
kurdises;kyʁ.diz
kurdisez;kyʁ.di.ze
kurdisiez;kyʁ.di.zje
kurdisions;kyʁ.di.zjɔ̃
kurdisons;kyʁ.di.zɔ̃
kurdophone;kyʁ.do.fɔn
kurdophones;kyʁ.do.fɔn
kurk;kʁɔ.kɔ.dil
kurmandji;kuʁ.mɑ̃.dʒi
kurorë;kap
kursi;ka.li.mat
kurskite;kyʁs.kit
kurt;ka.za
kurta;kyʁ.ta
kurtajar;kyʁ.ta
kurtchis;kyʁt.ʃis
kurtezar;kyʁ.ta
kurtosis;kyʁ.to.sis
kuru;ky.ʁy
kurunenn;ko.an
kurus;ky.ʁy
kurutukurutu;ky.ʁy
kurv;klip
kurva;kyʁ.ta
kurvimetro;kyʁ.ta
kus;kʁɔ.kɔ.dil
kuseno;kyʁ.ta
kushar;kyʁ.ta
kushigar;ka.ʁə.ʁa
kusin;kʁɔ.na
kusine;klip
kussâ;ka.va.løz
kussensloop;køs
kust;køs
kustar;kyʁ.ta
kusto;ka.ʁə.ʁa
kuststreek;køs
kustum;ko.an
kustumar;kyʁ.ta
kustumo;kyʁ.ta
kutà;kɔk.si.ɡʁɔl
kutchâmes;kyt.ʃam
kutchât;kyt.ʃa
kutchâtes;kyt.ʃat
kutchèrent;kyt.ʃɛʁ
kutché;kyt.ʃe
kutchée;kyt.ʃe
kutchées;kyt.ʃe
kutchés;kyt.ʃe
kutch;kytʃ
kutcha;kyt.ʃa
kutchai;kyt.ʃe
kutchaient;kyt.ʃɛ
kutchais;kyt.ʃɛ
kutchait;kyt.ʃɛ
kutchant;kyt.ʃɑ̃
kutchas;kyt.ʃa
kutchasse;kyt.ʃas
kutchassent;kyt.ʃas
kutchasses;kyt.ʃas
kutchassiez;kyt.ʃa.sje
kutchassions;kyt.ʃa.sjɔ̃
kutche;kytʃ
kutchent;kytʃ
kutcher;kyt.ʃe
kutchera;kyt.ʃə.ʁa
kutcherai;kyt.ʃə.ʁe
kutcheraient;kyt.ʃə.ʁɛ
kutcherais;kyt.ʃə.ʁɛ
kutcherait;kyt.ʃə.ʁɛ
kutcheras;kyt.ʃə.ʁa
kutcherez;kyt.ʃə.ʁe
kutcheriez;kyt.ʃə.ʁje
kutcherions;kyt.ʃə.ʁjɔ̃
kutcherons;kyt.ʃə.ʁɔ̃
kutcheront;kyt.ʃə.ʁɔ̃
kutches;kytʃ
kutchez;kyt.ʃe
kutchiez;kyt.ʃje
kutchions;kyt.ʃjɔ̃
kutchons;kyt.ʃɔ̃
kutschâmes;kyt.ʃam
kutschât;kyt.ʃa
kutschâtes;kyt.ʃat
kutschèrent;kyt.ʃɛʁ
kutsché;kyt.ʃe
kutschée;kyt.ʃe
kutschées;kyt.ʃe
kutschés;kyt.ʃe
kutsch;kytʃ
kutscha;kyt.ʃa
kutschai;kyt.ʃe
kutschaient;kyt.ʃɛ
kutschais;kyt.ʃɛ
kutschait;kyt.ʃɛ
kutschant;kyt.ʃɑ̃
kutschas;kyt.ʃa
kutschasse;kyt.ʃas
kutschassent;kyt.ʃas
kutschasses;kyt.ʃas
kutschassiez;kyt.ʃa.sje
kutschassions;kyt.ʃa.sjɔ̃
kutsche;kytʃ
kutschent;kytʃ
kutscher;kyt.ʃe
kutschera;kyt.ʃə.ʁa
kutscherai;kyt.ʃə.ʁe
kutscheraient;kyt.ʃə.ʁɛ
kutscherais;kyt.ʃə.ʁɛ
kutscherait;kyt.ʃə.ʁɛ
kutscheras;kyt.ʃə.ʁa
kutscherez;kyt.ʃə.ʁe
kutscheriez;kyt.ʃə.ʁje
kutscherions;kyt.ʃə.ʁjɔ̃
kutscherons;kyt.ʃə.ʁɔ̃
kutscheront;kyt.ʃə.ʁɔ̃
kutsches;kytʃ
kutschez;kyt.ʃe
kutschiez;kyt.ʃje
kutschions;kyt.ʃjɔ̃
kutschons;kyt.ʃɔ̃
kutschs;ki.lɔ.ka.lɔ.ʁi
kutu;ka.na
kutuphane;kʁa.tɔ̃
kuuk;kɑ̃.kɑ̃
kuuroa;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroihin;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroiksi;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroilla;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroille;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroilta;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroin;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroina;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroissa;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroista;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroitta;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroja;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuurojen;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroksi;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuurolla;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuurolle;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuurolta;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuron;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuurona;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuuroon;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuurossa;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuurosta;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuurotta;kaʁ.djɔ.fʁe.kɑ̃s.mɛtʁ
kuus;ka.za.kstɑ̃
kuusikkoa;ka.si.mɔ.vjɛ̃
kuusikkoihin;ka.si.mɔ.vjɛ̃
kuusikkoina;ka.si.mɔ.vjɛ̃
kuusikkoja;ka.si.mɔ.vjɛ̃
kuusikkojen;ka.si.mɔ.vjɛ̃
kuusikkona;ka.si.mɔ.vjɛ̃
kuusikkoon;ka.si.mɔ.vjɛ̃
kuusikoiksi;ka.si.mɔ.vjɛ̃
kuusikoilla;ka.si.mɔ.vjɛ̃
kuusikoille;ka.si.mɔ.vjɛ̃
kuusikoilta;ka.si.mɔ.vjɛ̃
kuusikoin;ka.si.mɔ.vjɛ̃
kuusikoissa;ka.si.mɔ.vjɛ̃
kuusikoista;ka.si.mɔ.vjɛ̃
kuusikoitta;ka.si.mɔ.vjɛ̃
kuusikoksi;ka.si.mɔ.vjɛ̃
kuusikolla;ka.si.mɔ.vjɛ̃
kuusikolle;ka.si.mɔ.vjɛ̃
kuusikolta;ka.si.mɔ.vjɛ̃
kuusikon;ka.si.mɔ.vjɛ̃
kuusikossa;ka.si.mɔ.vjɛ̃
kuusikosta;ka.si.mɔ.vjɛ̃
kuusikot;ka.si.mɔ.vjɛ̃
kuusikotta;ka.si.mɔ.vjɛ̃
kuvér;kɔ.ʁɑ.kɔ.id
kuvasz;kuvask
kuvento;kyʁ.ta
kuverta;kuvask
kuvo;kyʁ.ta
kuwaitiana;kɔ.wɛj.tjɛn
kuwaitiane;kɔ.wɛj.tjɛn
kuwaitiani;kɔ.wɛj.tjɛn
kuwaitiano;kɔ.wɛj.tjɛn
kuya;ka.li.mat
kuzey;ka.na
kuzh;ko.an
kuzhat;ko.an
kuzher;ka.li.ʒi.nøz
kvader;kuvask
kvadrat;kʁɔ.na
kvadraten;kuvask
kvadrilija;kuvask
kvadrilijonina;kuvask
kvalitativen;kuvask
kvalitet;kʁɔ.na
kvality;kʁa.pɔ.tœʁ
kvanten;kuvask
kvark;kuvask
kvarkrura;kʁɔʃ.pat
kvarn;kʁɔ.na
kvarpiedulo;kʁism
kvars;klip
kvarta;kuvask
kvartal;kuvask
kvartar;kuvask
kvarter;kʁɔ.na
kvas;kvas
kvast;kʁɔ.na
kvaternion;kuvask
kvazibaza;kuvask
kveld;kak
kveldsmat;kak
kvicksilver;kʁɔ.na
kvinde;klip
kvinna;kʁɔ.na
kvinne;kak
kvinta;kuvask
kvist;kʁɔ.na
kvittering;klip
kvitto;kʁɔ.na
kvotient;klip
kwacha;kwa.ʃa
kwachas;kwa.ʃa
kwaliteit;køs
kwaliteitsproduct;køs
kwangolais;kwɑ̃.ɡɔ.lɛ
kwanza;kwɑ̃.za
kwanzas;ki.lɔ.ka.lɔ.ʁi
kwas;kwas
kwassa;kwa.sa
kwassas;ki.lɔ.ka.lɔ.ʁi
kwasterig;kɥis.tʁal
kwel;kwɛl
kwibwira;klo.ne
kwilois;kwi.lwa
kyïvien;ki.i.vjɛ̃
kyïvienne;ki.i.vjɛn
kyïviennes;ki.i.vjɛn
kyïviens;ki.i.vjɛ̃
kyangwa;klɛp.tɔk.ʁa.tik
kyckling;kʁɔ.na
kyffe;kʁɔ.na
kyivien;ki.i.vjɛ̃
kyivienne;ki.i.vjɛn
kyiviennes;ki.i.vjɛn
kyiviens;ki.i.vjɛ̃
kyk;kʁɔ.kɔ.dil
kylling;klip
kymographe;ki.mɔ.ɡʁaf
kymographes;ki.mɔ.ɡʁaf
kymographie;ki.mɔ.ɡʁa.fi
kymographion;ki.mɔ.ɡʁa.fjɔ̃
kymographique;ki.mɔ.ɡʁa.fik
kymographiques;ki.mɔ.ɡʁa.fik
kymrique;kim.ʁik
kymriques;kim.ʁik
kynancie;ki.nɑ̃.si
kynancies;ki.nɑ̃.si
kynien;kas.ti.ja.ni.za.sjɔ̃
kyniin;kas.ti.ja.ni.za.sjɔ̃
kyniksi;kas.ti.ja.ni.za.sjɔ̃
kynille;kas.ti.ja.ni.za.sjɔ̃
kypare;kʁɔ.na
kyphonisme;ki.fɔ.nism
kyphophobie;kip.fɔ.fɔ.bi
kyphophobies;ki.lɔ.ka.lɔ.ʁi
kyphoses;kɔ.lɔ.ka.sjɔ̃
kyrie;ki.ʁi.je
kyrielle;ki.ʁjɛl
kyrielles;ki.ʁjɛl
kyries;ki.ʁi.je
kyrka;kʁɔ.na
kyrkoherde;kʁɔ.na
kys;klip
kyss;kʁɔ.na
kyst;klip
kyste;kist
kystes;kist
kystique;kis.tik
kystotomie;kis.tɔ.tɔ.mi
kystotomies;kis.tɔ.tɔ.mi
kyu;kju
kyudo;kju.do
kyus;kju
