Hébé;e.be
hâtait;ɑ.tɛ
hâtant;ɑ.tɑ̃
hâtas;ɑ.ta
hâtasse;ɑ.tas
hâtassent;ɑ.tas
hâtasses;ɑ.tas
hâtassiez;ɑ.ta.sje
hâtassions;ɑ.ta.sjɔ̃
hâte;ɑt
hâtelet;a.tlɛ
hâtelets;az.bin
hâtelette;at.lɛt
hâtelettes;at.lɛt
hâtent;ɑt
hâtera;ɑ.tə.ʁa
hâterai;ɑ.tə.ʁe
hâteraient;ɑ.tə.ʁɛ
hâterais;ɑ.tə.ʁɛ
hâterait;ɑ.tə.ʁɛ
hâteras;ɑ.tə.ʁa
hâtereau;ɑ.tə.ʁo
hâterez;ɑ.tə.ʁe
hâteriez;ɑ.tə.ʁje
hâterions;ɑ.tə.ʁjɔ̃
hâterons;ɑ.tə.ʁɔ̃
hâteront;ɑ.tə.ʁɔ̃
hâteur;ɑ.tœʁ
hâtez;ɑ.te
hâtier;at.je
hâtiez;ɑ.tje
hâtions;ɑ.tjɔ̃
hâtiveau;ɑ.ti.vo
hâtiveaux;ɑ.ti.vo
hâtiveté;ɑ.ti.vi.te
hâtons;ɑ.tɔ̃
hâture;ɑ.tyʁ
hæmatose;e.ma.tɔz
hæmaturie;e.ma.ty.ʁi
hæmaturies;e.ma.ty.ʁi
hæmoglobine;e.mɔ.ɡlɔ.bin
hæmorrhagie;e.mɔ.ʁa.ʒi
hæresie;e.ʁe.zi
hæsitâmes;e.zi.tam
hæsitât;e.zi.ta
hæsitâtes;e.zi.tat
hæsitèrent;e.zi.tɛʁ
hæsité;e.zi.te
hæsita;e.zi.ta
hæsitai;e.zi.te
hæsitaient;e.zi.tɛ
hæsitais;e.zi.tɛ
hæsitait;e.zi.tɛ
hæsitant;e.zi.tɑ̃
hæsitas;e.zi.ta
hæsitasse;e.zi.tas
hæsitassent;e.zi.tas
hæsitasses;e.zi.tas
hæsitassiez;e.zi.ta.sje
hæsitassions;e.zi.ta.sjɔ̃
hæsite;e.zit
hæsitent;e.zit
hæsiter;e.zi.te
hæsitera;e.zi.tə.ʁa
hæsiterai;e.zi.tə.ʁe
hæsiteraient;e.zi.tə.ʁɛ
hæsiterais;e.zi.tə.ʁɛ
hæsiterait;e.zi.tə.ʁɛ
hæsiteras;e.zi.tə.ʁa
hæsiterez;e.zi.tə.ʁe
hæsiteriez;e.zi.tə.ʁje
hæsiterions;e.zi.tə.ʁjɔ̃
hæsiterons;e.zi.tə.ʁɔ̃
hæsiteront;e.zi.tə.ʁɔ̃
hæsites;e.zit
hæsitez;e.zi.te
hæsitiez;e.zi.tje
hæsitions;e.zi.tjɔ̃
hæsitons;e.zi.tɔ̃
hè;ɛ
hèle;ɛl
hèlent;ɛl
hèlera;ɛ.lə.ʁa
hèlerai;ɛ.lə.ʁe
hèleraient;ɛ.lə.ʁɛ
hèlerais;ɛ.lə.ʁɛ
hèlerait;ɛ.lə.ʁɛ
hèleras;ɛ.lə.ʁa
hèlerez;ɛ.lə.ʁe
hèleriez;ɛ.lə.ʁje
hèlerions;ɛ.lə.ʁjɔ̃
hèlerons;ɛ.lə.ʁɔ̃
hèleront;ɛ.lə.ʁɔ̃
hèles;ɛl
hème;ɛm
hèmes;ɛm
hèrze;ap.ti.si.te
hèspu;ɛ.ja
hève;ɛv
hé;e
héautontimorouménos;e.o.tɔ̃.ti.mo.ʁu.me.nɔs
hébète;e.bɛt
hébètement;e.bɛt.mɑ̃
hébètent;e.bɛt
hébètera;e.bɛ.tə.ʁa
hébèterai;e.bɛ.tə.ʁe
hébèteraient;e.bɛ.tə.ʁɛ
hébèterais;e.bɛ.tə.ʁɛ
hébèterait;e.bɛ.tə.ʁɛ
hébèteras;e.bɛ.tə.ʁa
hébèterez;e.bɛ.tə.ʁe
hébèteriez;e.bɛ.tə.ʁje
hébèterions;e.bɛ.tə.ʁjɔ̃
hébèterons;e.bɛ.tə.ʁɔ̃
hébèteront;e.bɛ.tə.ʁɔ̃
hébètes;e.bɛt
hébéphile;e.be.fil
hébéphiles;e.be.fil
hébéphilie;e.be.fi.li
hébéphrène;e.be.fʁɛn
hébéphrénie;e.be.fʁe.ni
hébéphrénique;e.be.fʁe.nik
hébétâmes;e.be.tam
hébétât;e.be.ta
hébétâtes;e.be.tat
hébétèrent;e.be.tɛʁ
hébété;e.be.te
hébétée;e.be.te
hébétées;e.be.te
hébétés;e.be.te
hébéta;e.be.ta
hébétai;e.be.te
hébétaient;e.be.tɛ
hébétais;e.be.tɛ
hébétait;e.be.tɛ
hébétant;e.be.tɑ̃
hébétante;e.be.tɑ̃t
hébétantes;e.be.tɑ̃t
hébétants;e.be.tɑ̃
hébétas;e.be.ta
hébétasse;e.be.tas
hébétassent;e.be.tas
hébétasses;e.be.tas
hébétassiez;e.be.ta.sje
hébétassions;e.be.ta.sjɔ̃
hébétement;e.bɛt.mɑ̃
hébéter;e.be.te
hébétera;e.bɛ.tə.ʁa
hébéterai;e.bɛ.tə.ʁe
hébéteraient;e.bɛ.tə.ʁɛ
hébéterais;e.bɛ.tə.ʁɛ
hébéterait;e.bɛ.tə.ʁɛ
hébéteras;e.bɛ.tə.ʁa
hébéterez;e.bɛ.tə.ʁe
hébéteriez;e.bɛ.tə.ʁje
hébéterions;e.bɛ.tə.ʁjɔ̃
hébéterons;e.bɛ.tə.ʁɔ̃
hébéteront;e.bɛ.tə.ʁɔ̃
hébétez;e.be.te
hébétiez;e.be.tje
hébétions;e.be.tjɔ̃
hébétons;e.be.tɔ̃
hébétude;e.be.tyd
hébergèrent;e.bɛʁ.ʒɛʁ
hébergé;e.bɛʁ.ʒe
hébergée;e.bɛʁ.ʒe
hébergées;e.bɛʁ.ʒe
hébergés;e.bɛʁ.ʒe
hébergeâmes;e.bɛʁ.ʒam
hébergeât;e.bɛʁ.ʒa
hébergeâtes;e.bɛʁ.ʒat
héberge;e.bɛʁʒ
hébergea;e.bɛʁ.ʒa
hébergeage;e.bɛʁ.ʒaʒ
hébergeai;e.bɛʁ.ʒe
hébergeaient;e.bɛʁ.ʒɛ
hébergeais;e.bɛʁ.ʒɛ
hébergeait;e.bɛʁ.ʒɛ
hébergeant;e.bɛʁ.ʒɑ̃
hébergeas;e.bɛʁ.ʒa
hébergeasse;e.bɛʁ.ʒas
hébergeassent;e.bɛʁ.ʒas
hébergeasses;e.bɛʁ.ʒas
hébergeassiez;e.bɛʁ.ʒa.sje
hébergeassions;e.bɛʁ.ʒa.sjɔ̃
hébergemens;e.bɛʁ.ʒə.mɑ̃
hébergement;e.bɛʁ.ʒə.mɑ̃
hébergements;e.bɛʁ.ʒə.mɑ̃
hébergent;e.bɛʁʒ
hébergeons;e.bɛʁ.ʒɔ̃
héberger;e.bɛʁ.ʒe
hébergera;e.bɛʁ.ʒə.ʁa
hébergerai;e.bɛʁ.ʒə.ʁe
hébergeraient;e.bɛʁ.ʒə.ʁɛ
hébergerais;e.bɛʁ.ʒə.ʁɛ
hébergerait;e.bɛʁ.ʒə.ʁɛ
hébergeras;e.bɛʁ.ʒə.ʁa
hébergerez;e.bɛʁ.ʒə.ʁe
hébergeriez;e.bɛʁ.ʒə.ʁje
hébergerions;e.bɛʁ.ʒə.ʁjɔ̃
hébergerons;e.bɛʁ.ʒə.ʁɔ̃
hébergeront;e.bɛʁ.ʒə.ʁɔ̃
héberges;e.bɛʁʒ
hébergeur;e.bɛʁ.ʒœʁ
hébergeurs;e.bɛʁ.ʒœʁ
hébergeuse;e.bɛʁ.ʒøz
hébergeuses;e.bɛʁ.ʒøz
hébergez;e.bɛʁ.ʒe
hébergiez;e.bɛʁ.ʒje
hébergions;e.bɛʁ.ʒjɔ̃
hébertiste;e.bɛʁ.tist
hébertistes;e.bɛʁ.tist
hébréophone;e.bʁe.o.fɔn
hébréophones;e.bʁe.o.fɔn
hébraïque;e.bʁa.ik
hébraïquement;e.bʁa.ik.mɑ̃
hébraïsâmes;e.bʁa.i.zam
hébraïsât;e.bʁa.i.za
hébraïsâtes;e.bʁa.i.zat
hébraïsèrent;e.bʁa.i.zɛʁ
hébraïsé;e.bʁa.i.ze
hébraïsée;e.bʁa.i.ze
hébraïsées;e.bʁa.i.ze
hébraïsés;e.bʁa.i.ze
hébraïsa;e.bʁa.i.za
hébraïsai;e.bʁa.i.ze
hébraïsaient;e.bʁa.i.zɛ
hébraïsais;e.bʁa.i.zɛ
hébraïsait;e.bʁa.i.zɛ
hébraïsans;e.bʁa.i.zɑ̃
hébraïsant;e.bʁa.i.zɑ̃
hébraïsante;e.bʁa.i.zɑ̃t
hébraïsantes;e.bʁa.i.zɑ̃t
hébraïsants;e.bʁa.i.zɑ̃
hébraïsas;e.bʁa.i.za
hébraïsasse;e.bʁa.i.zas
hébraïsassent;e.bʁa.i.zas
hébraïsasses;e.bʁa.i.zas
hébraïsassiez;e.bʁa.i.za.sje
hébraïsassions;e.bʁa.i.za.sjɔ̃
hébraïse;e.bʁa.iz
hébraïsent;e.bʁa.iz
hébraïser;e.bʁa.i.ze
hébraïsera;e.bʁa.i.zə.ʁa
hébraïserai;e.bʁa.i.zə.ʁe
hébraïseraient;e.bʁa.i.zə.ʁɛ
hébraïserais;e.bʁa.i.zə.ʁɛ
hébraïserait;e.bʁa.i.zə.ʁɛ
hébraïseras;e.bʁa.i.zə.ʁa
hébraïserez;e.bʁa.i.zə.ʁe
hébraïseriez;e.bʁa.i.zə.ʁje
hébraïserions;e.bʁa.i.zə.ʁjɔ̃
hébraïserons;e.bʁa.i.zə.ʁɔ̃
hébraïseront;e.bʁa.i.zə.ʁɔ̃
hébraïses;e.bʁa.iz
hébraïsez;e.bʁa.i.ze
hébraïsiez;e.bʁa.i.zje
hébraïsions;e.bʁa.i.zjɔ̃
hébraïsme;e.bʁa.ism
hébraïsons;e.bʁa.i.zɔ̃
hébraïste;e.bʁa.ist
hébraïstes;e.bʁa.ist
hébreues;e.bʁø
hébreux;e.bʁø
hébronite;e.bʁɔ.nit
hébronites;e.bʁɔ.nit
hécatombeion;e.ka.tɔ̃.be.jɔ̃
hécatombes;e.ka.tɔ̃b
hédenbergite;e.dɛ̃.bɛʁ.ʒit
hédobie;e.dɔ.bi
hédonique;e.dɔ.nik
hédonisâmes;e.dɔ.ni.zam
hédonisât;e.dɔ.ni.za
hédonisâtes;e.dɔ.ni.zat
hédonisèrent;e.dɔ.ni.zɛʁ
hédonisé;e.dɔ.ni.ze
hédonisée;e.dɔ.ni.ze
hédonisées;e.dɔ.ni.ze
hédonisés;e.dɔ.ni.ze
hédonisa;e.dɔ.ni.za
hédonisai;e.dɔ.ni.ze
hédonisaient;e.dɔ.ni.zɛ
hédonisais;e.dɔ.ni.zɛ
hédonisait;e.dɔ.ni.zɛ
hédonisant;e.dɔ.ni.zɑ̃
hédonisas;e.dɔ.ni.za
hédonisasse;e.dɔ.ni.zas
hédonisassent;e.dɔ.ni.zas
hédonisasses;e.dɔ.ni.zas
hédonisassiez;e.dɔ.ni.za.sje
hédonisassions;e.dɔ.ni.za.sjɔ̃
hédonise;e.dɔ.niz
hédonisent;e.dɔ.niz
hédoniser;e.dɔ.ni.ze
hédonisera;e.dɔ.ni.zə.ʁa
hédoniserai;e.dɔ.ni.zə.ʁe
hédoniseraient;e.dɔ.ni.zə.ʁɛ
hédoniserais;e.dɔ.ni.zə.ʁɛ
hédoniserait;e.dɔ.ni.zə.ʁɛ
hédoniseras;e.dɔ.ni.zə.ʁa
hédoniserez;e.dɔ.ni.zə.ʁe
hédoniseriez;e.dɔ.ni.zə.ʁje
hédoniserions;e.dɔ.ni.zə.ʁjɔ̃
hédoniserons;e.dɔ.ni.zə.ʁɔ̃
hédoniseront;e.dɔ.ni.zə.ʁɔ̃
hédonises;e.dɔ.niz
hédonisez;e.dɔ.ni.ze
hédonisiez;e.dɔ.ni.zje
hédonisions;e.dɔ.ni.zjɔ̃
hédonisme;e.dɔ.nism
hédonismes;e.dɔ.nism
hédonisons;e.dɔ.ni.zɔ̃
hédoniste;e.dɔ.nist
hédonistes;e.dɔ.nist
hédonistique;e.dɔ.nis.tik
hédonistiques;e.dɔ.nis.tik
hédonophobie;e.dɔ.nɔ.fɔ.bi
hédonophobies;e.dɔ.nɔ.fɔ.bi
hédysarées;e.di.za.ʁe
hédysaron;i.lɔ.bi
hédysarum;e.di.za.ʁɔm
héen;a.ɡə.nwa
hégélianisme;e.ɡe.lja.nism
hégélianismes;e.ɡe.lja.nism
hégélienne;e.ʒe.ljɛn
hégéliens;e.ʒe.ljɛ̃
hégémonie;e.ʒe.mɔ.ni
hégémonies;e.dɔ.nɔ.fɔ.bi
hégémonique;e.ʒe.mɔ.nik
hégémoniques;e.ʒe.mɔ.nik
hégémonisme;e.ʒe.mɔ.nism
hégémonismes;e.ʒe.mɔ.nism
hégésiaque;e.ʒe.zjak
hégelien;e.ɡɛ.ljɛ̃
hégire;e.ʒiʁ
hégirienne;e.ʒi.ʁjɛn
hégiriennes;e.ʒi.ʁjɛn
hégiriens;e.ʒi.ʁjɛ̃
hégoumène;e.ɡu.mɛn
hégoumènes;e.dɔ.nɔ.fɔ.bi
hélâmes;e.lam
hélât;e.la
hélâtes;e.lat
hélèrent;e.lɛʁ
hélé;e.le
hélée;e.le
hélées;e.le
hélénie;e.le.ni
hélénies;ɛj.dyk
hélénine;e.le.nin
hélénois;e.le.nwa
héléoplancton;e.le.ɔp.lɑ̃k.tɔ̃
hélés;e.le
héla;e.la
hélai;e.le
hélaient;e.lɛ
hélais;e.lɛ
hélait;e.lɛ
hélamys;e.la.mis
hélant;e.lɑ̃
hélas;e.la
hélasse;e.las
hélassent;e.las
hélasses;e.las
hélassiez;e.la.sje
hélassions;e.la.sjɔ̃
héler;e.le
hélera;ɛ.lə.ʁa
hélerai;ɛ.lə.ʁe
héleraient;ɛ.lə.ʁɛ
hélerais;ɛ.lə.ʁɛ
hélerait;ɛ.lə.ʁɛ
héleras;ɛ.lə.ʁa
hélerez;ɛ.lə.ʁe
héleriez;ɛ.lə.ʁje
hélerions;ɛ.lə.ʁjɔ̃
hélerons;ɛ.lə.ʁɔ̃
héleront;ɛ.lə.ʁɔ̃
héleux;e.lø
hélez;e.le
héliée;e.lje
héliées;e.lje
hélianthème;e.ljɑ̃.tɛm
hélianthèmes;e.ljɑ̃.tɛm
hélianthe;e.ljɑ̃t
hélianthes;e.ljɑ̃t
hélianthine;e.ljɑ̃.tin
héliaque;e.ljak
héliaquement;e.ljak.mɑ̃
héliaques;e.ljak
héliaste;e.te.ʁo.zi.ɡɔt
hélicé;e.li.se
hélice;e.lis
hélices;e.lis
héliciculteur;e.li.si.kyl.tœʁ
héliciculteurs;e.li.si.kyl.tœʁ
hélicicultrice;e.li.si.kyl.tʁis
hélicicultrices;e.li.si.kyl.tʁis
héliciculture;e.li.si.kyl.tyʁ
hélicicultures;e.li.si.kyl.tyʁ
hélicien;e.li.sjɛ̃
hélicier;e.li.sje
hélicin;e.li.sɛ̃
hélicité;e.li.si.te
hélicités;e.li.si.te
hélicite;e.li.sit
hélicoïde;e.li.ko.id
hélicoïdes;ɛj.dyk
hélico;e.li.ko
hélicomètre;e.li.kɔ.mɛtʁ
hélicon;e.li.ko.id
héliconiades;e.li.kɔ.njad
héliconie;e.li.kɔ.ni
hélicoptâmes;e.li.kɔp.tam
hélicoptât;e.li.kɔp.ta
hélicoptâtes;e.li.kɔp.tat
hélicoptère;e.li.kɔp.tɛʁ
hélicoptèrent;e.li.kɔp.tɛʁ
hélicoptères;e.li.kɔp.tɛʁ
hélicopté;e.li.kɔp.te
hélicopta;e.li.kɔp.ta
hélicoptai;e.li.kɔp.te
hélicoptaient;e.li.kɔp.tɛ
hélicoptais;e.li.kɔp.tɛ
hélicoptait;e.li.kɔp.tɛ
hélicoptant;e.li.kɔp.tɑ̃
hélicoptas;e.li.kɔp.ta
hélicoptasse;e.li.kɔp.tas
hélicoptassent;e.li.kɔp.tas
hélicoptasses;e.li.kɔp.tas
hélicoptassiez;e.li.kɔp.ta.sje
hélicoptassions;e.li.kɔp.ta.sjɔ̃
hélicopte;e.li.kɔpt
hélicoptent;e.li.kɔpt
hélicopter;e.li.kɔp.te
hélicoptera;e.li.kɔp.tə.ʁa
hélicopterai;e.li.kɔp.tə.ʁe
hélicopteraient;e.li.kɔp.tə.ʁɛ
hélicopterais;e.li.kɔp.tə.ʁɛ
hélicopterait;e.li.kɔp.tə.ʁɛ
hélicopteras;e.li.kɔp.tə.ʁa
hélicopterez;e.li.kɔp.tə.ʁe
hélicopteriez;e.li.kɔp.tə.ʁje
hélicopterions;e.li.kɔp.tə.ʁjɔ̃
hélicopterons;e.li.kɔp.tə.ʁɔ̃
hélicopteront;e.li.kɔp.tə.ʁɔ̃
hélicoptes;e.li.kɔpt
hélicoptez;e.li.kɔp.te
hélicoptiez;e.li.kɔp.tje
hélicoptions;e.li.kɔp.tjɔ̃
hélicoptons;e.li.kɔp.tɔ̃
hélicule;ɛ̃p.lɑ̃
héliez;e.lje
héligare;e.li.ɡaʁ
hélingue;e.lɛ̃ɡ
hélio;e.ljo
héliocentrique;e.ljɔ.sɑ̃.tʁik
héliocentriquement;e.ljɔ.sɑ̃.tʁik.mɑ̃
héliocentriques;ɛj.dyk
héliocentrisme;e.ljɔ.sɑ̃.tʁism
héliochromie;e.ljok.ʁɔ.mi
héliochromique;e.ljok.ʁɔ.mik
héliochromiques;ɛj.dyk
héliodore;e.ljo.dɔʁ
héliodores;ɔ.to.a.fʁɔ̃.tɛ
héliogaine;e.ljɔ.ɡɛn
héliogaines;e.ljɔ.ɡɛn
héliographe;e.te.ʁo.zi.ɡɔt
héliographiâmes;e.ljo.ɡʁa.fjam
héliographiât;e.ljo.ɡʁa.fja
héliographiâtes;e.ljo.ɡʁa.fjat
héliographièrent;e.ljo.ɡʁa.fjɛʁ
héliographié;e.ljo.ɡʁa.fje
héliographiée;e.ljo.ɡʁa.fje
héliographiées;e.ljo.ɡʁa.fje
héliographiés;e.ljo.ɡʁa.fje
héliographia;e.ljo.ɡʁa.fja
héliographiai;e.ljo.ɡʁa.fje
héliographiaient;e.ljo.ɡʁa.fjɛ
héliographiais;e.ljo.ɡʁa.fjɛ
héliographiait;e.ljo.ɡʁa.fjɛ
héliographiant;e.ljo.ɡʁa.fjɑ̃
héliographias;e.ljo.ɡʁa.fja
héliographiasse;e.ljo.ɡʁa.fjas
héliographiassent;e.ljo.ɡʁa.fjas
héliographiasses;e.ljo.ɡʁa.fjas
héliographiassiez;e.ljo.ɡʁa.fja.sje
héliographiassions;e.ljo.ɡʁa.fja.sjɔ̃
héliographie;e.ljo.ɡʁa.fi
héliographient;e.ljo.ɡʁa.fi
héliographier;e.ljo.ɡʁa.fje
héliographiera;e.ljo.ɡʁa.fi.ʁa
héliographierai;e.ljo.ɡʁa.fi.ʁe
héliographieraient;e.ljo.ɡʁa.fi.ʁɛ
héliographierais;e.ljo.ɡʁa.fi.ʁɛ
héliographierait;e.ljo.ɡʁa.fi.ʁɛ
héliographieras;e.ljo.ɡʁa.fi.ʁa
héliographierez;e.ljo.ɡʁa.fi.ʁe
héliographieriez;e.ljo.ɡʁa.fi.ʁje
héliographierions;e.ljo.ɡʁa.fi.ʁjɔ̃
héliographierons;e.ljo.ɡʁa.fi.ʁɔ̃
héliographieront;e.ljo.ɡʁa.fi.ʁɔ̃
héliographies;e.ljo.ɡʁa.fi
héliographiez;e.ljo.ɡʁa.fje
héliographiiez;e.ljo.ɡʁa.fi.je
héliographiions;e.ljo.ɡʁa.fi.jɔ̃
héliographions;e.ljo.ɡʁa.fjɔ̃
héliographique;e.ljɔ.ɡʁa.fik
héliographiques;ɛj.dyk
héliogravâmes;e.ljo.ɡʁa.vam
héliogravât;e.ljo.ɡʁa.va
héliogravâtes;e.ljo.ɡʁa.vat
héliogravèrent;e.ljo.ɡʁa.vɛʁ
héliogravé;e.ljo.ɡʁa.ve
héliogravée;e.ljo.ɡʁa.ve
héliogravées;e.ljo.ɡʁa.ve
héliogravés;e.ljo.ɡʁa.ve
héliograva;e.ljo.ɡʁa.va
héliogravai;e.ljo.ɡʁa.ve
héliogravaient;e.ljo.ɡʁa.vɛ
héliogravais;e.ljo.ɡʁa.vɛ
héliogravait;e.ljo.ɡʁa.vɛ
héliogravant;e.ljo.ɡʁa.vɑ̃
héliogravas;e.ljo.ɡʁa.va
héliogravasse;e.ljo.ɡʁa.vas
héliogravassent;e.ljo.ɡʁa.vas
héliogravasses;e.ljo.ɡʁa.vas
héliogravassiez;e.ljo.ɡʁa.va.sje
héliogravassions;e.ljo.ɡʁa.va.sjɔ̃
héliograve;e.ljo.ɡʁav
héliogravent;e.ljo.ɡʁav
héliograver;e.ljo.ɡʁa.ve
héliogravera;e.ljo.ɡʁa.və.ʁa
héliograverai;e.ljo.ɡʁa.və.ʁe
héliograveraient;e.ljo.ɡʁa.və.ʁɛ
héliograverais;e.ljo.ɡʁa.və.ʁɛ
héliograverait;e.ljo.ɡʁa.və.ʁɛ
héliograveras;e.ljo.ɡʁa.və.ʁa
héliograverez;e.ljo.ɡʁa.və.ʁe
héliograveriez;e.ljo.ɡʁa.və.ʁje
héliograverions;e.ljo.ɡʁa.və.ʁjɔ̃
héliograverons;e.ljo.ɡʁa.və.ʁɔ̃
héliograveront;e.ljo.ɡʁa.və.ʁɔ̃
héliograves;e.ljo.ɡʁav
héliograveur;e.ljo.ɡʁa.vœʁ
héliograveurs;e.ljo.ɡʁa.vœʁ
héliogravez;e.ljo.ɡʁa.ve
héliograviez;e.ljo.ɡʁa.vje
héliogravions;e.ljo.ɡʁa.vjɔ̃
héliogravons;e.ljo.ɡʁa.vɔ̃
héliogravure;e.ljɔ.ɡʁa.vyʁ
héliogravures;ɛj.dyk
héliomètre;e.ljɔ.mɛtʁ
héliomètres;e.ljɔ.mɛtʁ
héliométrique;e.ljo.me.tʁik
héliomarin;e.te.ʁo.zi.ɡɔt
héliomarine;e.ljɔ.ma.ʁin
héliomarines;e.ljɔ.ma.ʁin
héliomarins;e.ljɔ.ma.ʁɛ̃
hélion;e.ljɔ̃
hélions;e.ljɔ̃
héliopause;e.ljɔ.poz
héliopauses;ɛj.dyk
héliophanie;e.ljɔ.fa.ni
héliophanies;e.ljɔ.fa.ni
héliophile;e.ljɔ.fil
héliophiles;e.ljɔ.fil
héliophobie;e.ljo.fɔ.bi
héliophyllite;e.ljo.fi.lit
héliophyllites;ɛj.dyk
hélioplastie;e.ljɔp.las.ti
héliopolite;i.po.zɔ.ik
héliopside;e.li.ɔp.sid
héliopsides;ɛj.dyk
hélios;e.ljo
hélioscope;e.liɔs.kɔp
hélioscopie;e.ljo.skɔ.pi
hélioscopies;e.ljo.skɔ.pi
hélioscopique;e.ljo.skɔ.pik
hélioscopiques;e.ljo.skɔ.pik
héliosismologie;e.ljɔ.sis.mɔ.lɔ.ʒi
héliostat;e.ljo.sta
héliostatique;e.ljo.sta.tik
héliostatiques;e.ljo.sta.tik
héliosynchrone;e.ljo.sɛ̃k.ʁon
héliosynchrones;e.ljo.sɛ̃k.ʁon
héliothérapie;e.ljɔ.te.ʁa.pi
héliothérapies;e.ljɔ.te.ʁa.pi
héliotrope;e.ljɔ.tʁɔp
héliotropes;e.ljɔt.ʁɔp
héliotropie;e.ljo.tʁɔ.pi
héliotropine;e.te.ʁo.zi.ɡɔt
héliotropique;e.ljo.tʁɔ.pik
héliotropiques;e.ljo.tʁɔ.pik
héliotropisme;e.ljɔ.tʁɔ.pism
héliotropismes;e.ljɔ.tʁɔ.pism
héliotype;e.ljo.tip
héliotypes;ɛj.dyk
héliportâmes;e.li.pɔʁ.tam
héliportât;e.li.pɔʁ.ta
héliportâtes;e.li.pɔʁ.tat
héliportèrent;e.li.pɔʁ.tɛʁ
héliporté;e.li.pɔʁ.te
héliportée;e.li.pɔʁ.te
héliportées;e.li.pɔʁ.te
héliportés;e.li.pɔʁ.te
héliport;e.li.pɔʁ
héliporta;e.li.pɔʁ.ta
héliportables;ɛj.dyk
héliportage;e.li.pɔʁ.taʒ
héliportages;ɛj.dyk
héliportai;e.li.pɔʁ.te
héliportaient;e.li.pɔʁ.tɛ
héliportais;e.li.pɔʁ.tɛ
héliportait;e.li.pɔʁ.tɛ
héliportant;e.li.pɔʁ.tɑ̃
héliportas;e.li.pɔʁ.ta
héliportasse;e.li.pɔʁ.tas
héliportassent;e.li.pɔʁ.tas
héliportasses;e.li.pɔʁ.tas
héliportassiez;e.li.pɔʁ.ta.sje
héliportassions;e.li.pɔʁ.ta.sjɔ̃
héliporte;e.li.pɔʁt
héliportent;e.li.pɔʁt
héliporter;e.li.pɔʁ.te
héliportera;e.li.pɔʁ.tə.ʁa
héliporterai;e.li.pɔʁ.tə.ʁe
héliporteraient;e.li.pɔʁ.tə.ʁɛ
héliporterais;e.li.pɔʁ.tə.ʁɛ
héliporterait;e.li.pɔʁ.tə.ʁɛ
héliporteras;e.li.pɔʁ.tə.ʁa
héliporterez;e.li.pɔʁ.tə.ʁe
héliporteriez;e.li.pɔʁ.tə.ʁje
héliporterions;e.li.pɔʁ.tə.ʁjɔ̃
héliporterons;e.li.pɔʁ.tə.ʁɔ̃
héliporteront;e.li.pɔʁ.tə.ʁɔ̃
héliportes;e.li.pɔʁt
héliportez;e.li.pɔʁ.te
héliportiez;e.li.pɔʁ.tje
héliportions;e.li.pɔʁ.tjɔ̃
héliportons;e.li.pɔʁ.tɔ̃
héliports;ɛj.dyk
hélisurface;e.li.syʁ.fas
hélisurfaces;e.li.syʁ.fas
hélitransportâmes;e.li.tʁɑ̃s.pɔʁ.tam
hélitransportât;e.li.tʁɑ̃s.pɔʁ.ta
hélitransportâtes;e.li.tʁɑ̃s.pɔʁ.tat
hélitransportèrent;e.li.tʁɑ̃s.pɔʁ.tɛʁ
hélitransporté;e.li.tʁɑ̃s.pɔʁ.te
hélitransportée;e.li.tʁɑ̃s.pɔʁ.te
hélitransportées;e.li.tʁɑ̃s.pɔʁ.te
hélitransportés;e.li.tʁɑ̃s.pɔʁ.te
hélitransporta;e.li.tʁɑ̃s.pɔʁ.ta
hélitransportai;e.li.tʁɑ̃s.pɔʁ.te
hélitransportaient;e.li.tʁɑ̃s.pɔʁ.tɛ
hélitransportais;e.li.tʁɑ̃s.pɔʁ.tɛ
hélitransportait;e.li.tʁɑ̃s.pɔʁ.tɛ
hélitransportant;e.li.tʁɑ̃s.pɔʁ.tɑ̃
hélitransportas;e.li.tʁɑ̃s.pɔʁ.ta
hélitransportasse;e.li.tʁɑ̃s.pɔʁ.tas
hélitransportassent;e.li.tʁɑ̃s.pɔʁ.tas
hélitransportasses;e.li.tʁɑ̃s.pɔʁ.tas
hélitransportassiez;e.li.tʁɑ̃s.pɔʁ.ta.sje
hélitransportassions;e.li.tʁɑ̃s.pɔʁ.ta.sjɔ̃
hélitransporte;e.li.tʁɑ̃s.pɔʁt
hélitransportent;e.li.tʁɑ̃s.pɔʁt
hélitransporter;e.li.tʁɑ̃s.pɔʁ.te
hélitransportera;e.li.tʁɑ̃s.pɔʁ.tə.ʁa
hélitransporterai;e.li.tʁɑ̃s.pɔʁ.tə.ʁe
hélitransporteraient;e.li.tʁɑ̃s.pɔʁ.tə.ʁɛ
hélitransporterais;e.li.tʁɑ̃s.pɔʁ.tə.ʁɛ
hélitransporterait;e.li.tʁɑ̃s.pɔʁ.tə.ʁɛ
hélitransporteras;e.li.tʁɑ̃s.pɔʁ.tə.ʁa
hélitransporterez;e.li.tʁɑ̃s.pɔʁ.tə.ʁe
hélitransporteriez;e.li.tʁɑ̃s.pɔʁ.tə.ʁje
hélitransporterions;e.li.tʁɑ̃s.pɔʁ.tə.ʁjɔ̃
hélitransporterons;e.li.tʁɑ̃s.pɔʁ.tə.ʁɔ̃
