Bâle;bɑl
baptisâtes;ba.ti.zat
baptisèrent;ba.ti.zɛʁ
baptisé;ba.ti.ze
baptisée;ba.ti.ze
baptisées;ba.ti.ze
baptisés;ba.ti.ze
baptis;ba.lɔ.ta
baptisa;ba.ti.za
baptisai;ba.ti.ze
baptisaient;ba.ti.zɛ
baptisais;ba.ti.zɛ
baptisait;ba.ti.zɛ
baptisant;ba.ti.zɑ̃
baptisas;ba.ti.za
baptisasse;ba.ti.zas
baptisassent;ba.ti.zas
baptisasses;ba.ti.zas
baptisassiez;ba.ti.za.sje
baptisassions;ba.ti.za.sjɔ̃
baptise;ba.tiz
baptisent;ba.tiz
baptiser;ba.ti.ze
baptisera;ba.ti.zə.ʁa
baptiserai;ba.ti.zə.ʁe
baptiseraient;ba.ti.zə.ʁɛ
baptiserais;ba.ti.zə.ʁɛ
baptiserait;ba.ti.zə.ʁɛ
baptiseras;ba.ti.zə.ʁa
baptiserez;ba.ti.zə.ʁe
baptiseriez;ba.ti.zə.ʁje
baptiserions;ba.ti.zə.ʁjɔ̃
baptiserons;ba.ti.zə.ʁɔ̃
baptiseront;ba.ti.zə.ʁɔ̃
baptises;ba.tiz
baptiseur;ba.ti.zœʁ
baptiseurs;ba.ti.zœʁ
baptisez;ba.ti.ze
baptisiez;ba.ti.zje
baptisions;ba.ti.zjɔ̃
baptismal;ba.tis.mal
baptismale;ba.tis.mal
baptismales;ba.tis.mal
baptismaux;ba.tis.mo
baptisme;ba.tism
baptismes;ba.tism
baptisons;ba.ti.zɔ̃
baptistère;ba.tis.tɛʁ
baptistères;ba.tis.tɛʁ
baptistaire;ba.tis.tɛʁ
baptistaires;ba.tis.tɛʁ
baptiste;ba.tist
baptisterij;bal.ta.zaʁ
baptisterija;balt
baptisterije;balt
baptisterijem;balt
baptisterijema;balt
baptisterijev;balt
baptisteriji;balt
baptisterijih;balt
baptisteriju;balt
baptistoj;ba.nɔ̃
baptistojn;ba.nɔ̃
baptiston;ba.nɔ̃
baptita;ba.lɔ.ta
baptofilinoj;ba.nɔ̃
baptofilinojn;ba.nɔ̃
baptofilinon;ba.nɔ̃
baptofiloj;ba.nɔ̃
baptofilojn;ba.nɔ̃
baptofilon;ba.nɔ̃
baptoj;ba.nɔ̃
baptojn;ba.nɔ̃
bapton;ba.nɔ̃
baptonomoj;ba.nɔ̃
baptonomojn;ba.nɔ̃
baptonomon;ba.nɔ̃
baptonta;ba.lɔ.ta
baptopatrinoj;ba.nɔ̃
baptopatrinojn;ba.nɔ̃
baptopatrinon;ba.nɔ̃
baptopatroj;ba.nɔ̃
baptopatrojn;ba.nɔ̃
baptopatron;ba.nɔ̃
baptos;ba.lɔ.ta
baptota;ba.lɔ.ta
baptu;ba.lɔ.ta
baptus;ba.lɔ.ta
baquâmes;ba.kam
baquât;ba.ka
baquâtes;ba.kat
baquèrent;ba.kɛʁ
baquète;ba.kɛt
baquètent;ba.kɛt
baquètera;ba.kɛ.tə.ʁa
baquèterai;ba.kɛ.tə.ʁe
baquèteraient;ba.kɛ.tə.ʁɛ
baquèterais;ba.kɛ.tə.ʁɛ
baquèterait;ba.kɛ.tə.ʁɛ
baquèteras;ba.kɛ.tə.ʁa
baquèterez;ba.kɛ.tə.ʁe
baquèteriez;ba.kɛ.tə.ʁje
baquèterions;ba.kɛ.tə.ʁjɔ̃
baquèterons;ba.kɛ.tə.ʁɔ̃
baquèteront;ba.kɛ.tə.ʁɔ̃
baquètes;ba.kɛt
baqué;ba.ke
baquée;ba.ke
baquées;ba.ke
baqués;ba.ke
baqua;ba.ka
baquai;ba.ke
baquaient;ba.kɛ
baquais;ba.kɛ
baquait;ba.kɛ
baquant;ba.kɑ̃
baquas;ba.ka
baquasse;ba.kas
baquassent;ba.kas
baquasses;ba.kas
baquassiez;ba.ka.sje
baquassions;ba.ka.sjɔ̃
baque;bak
baquelite;bɑ̃.kə.ta
baquent;bak
baquenures;ba.tism
baquer;ba.ke
baquera;ba.kə.ʁa
baquerai;ba.kə.ʁe
baqueraient;ba.kə.ʁɛ
baquerais;ba.kə.ʁɛ
baquerait;ba.kə.ʁɛ
baqueras;ba.kə.ʁa
baquerez;ba.kə.ʁe
baqueriez;ba.kə.ʁje
baquerions;ba.kə.ʁjɔ̃
baquerons;ba.kə.ʁɔ̃
baqueront;ba.kə.ʁɔ̃
baques;bak
baquetâmes;ba.kə.tam
baquetât;ba.kə.ta
baquetâtes;ba.kə.tat
baquetèrent;ba.kə.tɛʁ
baqueté;ba.kə.te
baquetée;ba.kə.te
baquetées;ba.kə.te
baquetés;ba.kə.te
baquet;ba.kɛ
baqueta;ba.kə.ta
baquetage;ba.la.staʒ
baquetages;ba.tism
baquetai;ba.kə.te
baquetaient;ba.kə.tɛ
baquetais;ba.kə.tɛ
baquetait;ba.kə.tɛ
baquetant;ba.kə.tɑ̃
baquetas;ba.kə.ta
baquetasse;ba.kə.tas
baquetassent;ba.kə.tas
baquetasses;ba.kə.tas
baquetassiez;ba.kə.ta.sje
baquetassions;ba.kə.ta.sjɔ̃
baqueteur;ba.kə.tœʁ
baqueteurs;ba.kə.tœʁ
baqueteuse;ba.kə.tøz
baqueteuses;ba.kə.tøz
baquetez;ba.kə.te
baquetiez;ba.kə.tje
baquetions;ba.kə.tjɔ̃
baquetons;ba.kə.tɔ̃
baquets;ba.kɛ
baquette;ba.kɛt
baquettent;ba.kɛt
baquettera;ba.kɛ.tə.ʁa
baquetterai;ba.kɛ.tə.ʁe
baquetteraient;ba.kɛ.tə.ʁɛ
baquetterais;ba.kɛ.tə.ʁɛ
baquetterait;ba.kɛ.tə.ʁɛ
baquetteras;ba.kɛ.tə.ʁa
baquetterez;ba.kɛ.tə.ʁe
baquetteriez;ba.kɛ.tə.ʁje
baquetterions;ba.kɛ.tə.ʁjɔ̃
baquetterons;ba.kɛ.tə.ʁɔ̃
baquetteront;ba.kɛ.tə.ʁɔ̃
baquettes;ba.kɛt
baquetures;ba.kə.tyʁ
baqueuse;ba.køz
baqueuses;ba.køz
baqueux;ba.kø
baquez;ba.ke
baquiez;ba.kje
baquions;ba.kjɔ̃
baquons;ba.kɔ̃
barâmes;ba.ʁam
barât;ba.ʁa
barâtes;ba.ʁat
barège;ba.ʁɛʒ
barèges;ba.ʁɛʒ
barème;ba.ʁɛm
barèmes;ba.ʁɛm
barèrent;ba.ʁɛʁ
barète;ba.ʁɛt
barètement;ba.ʁɛt.mɑ̃
barètements;ba.ʁɛt.mɑ̃
barètent;ba.ʁɛt
barètera;ba.ʁɛ.tə.ʁa
barèterai;ba.ʁɛ.tə.ʁe
barèteraient;ba.ʁɛ.tə.ʁɛ
barèterais;ba.ʁɛ.tə.ʁɛ
barèterait;ba.ʁɛ.tə.ʁɛ
barèteras;ba.ʁɛ.tə.ʁa
barèterez;ba.ʁɛ.tə.ʁe
barèteriez;ba.ʁɛ.tə.ʁje
barèterions;ba.ʁɛ.tə.ʁjɔ̃
barèterons;ba.ʁɛ.tə.ʁɔ̃
barèteront;ba.ʁɛ.tə.ʁɔ̃
barètes;ba.ʁɛt
baré;ba.ʁe
barégine;baʁs
barégines;ba.ʁɛʒ
barémien;ba.ʁe.mjɛ̃
barémique;ba.ʁe.mik
barémisâmes;ba.ʁe.mi.zam
barémisât;ba.ʁe.mi.za
barémisâtes;ba.ʁe.mi.zat
barémisèrent;ba.ʁe.mi.zɛʁ
barémisé;ba.ʁe.mi.ze
barémisée;ba.ʁe.mi.ze
barémisées;ba.ʁe.mi.ze
barémisés;ba.ʁe.mi.ze
barémisa;ba.ʁe.mi.za
barémisable;ba.ʁe.mi.zabl
barémisai;ba.ʁe.mi.ze
barémisaient;ba.ʁe.mi.zɛ
barémisais;ba.ʁe.mi.zɛ
barémisait;ba.ʁe.mi.zɛ
barémisant;ba.ʁe.mi.zɑ̃
barémisas;ba.ʁe.mi.za
barémisasse;ba.ʁe.mi.zas
barémisassent;ba.ʁe.mi.zas
barémisasses;ba.ʁe.mi.zas
barémisassiez;ba.ʁe.mi.za.sje
barémisassions;ba.ʁe.mi.za.sjɔ̃
barémise;ba.ʁe.miz
barémisent;ba.ʁe.miz
barémiser;ba.ʁe.mi.ze
barémisera;ba.ʁe.mi.zə.ʁa
barémiserai;ba.ʁe.mi.zə.ʁe
barémiseraient;ba.ʁe.mi.zə.ʁɛ
barémiserais;ba.ʁe.mi.zə.ʁɛ
barémiserait;ba.ʁe.mi.zə.ʁɛ
barémiseras;ba.ʁe.mi.zə.ʁa
barémiserez;ba.ʁe.mi.zə.ʁe
barémiseriez;ba.ʁe.mi.zə.ʁje
barémiserions;ba.ʁe.mi.zə.ʁjɔ̃
barémiserons;ba.ʁe.mi.zə.ʁɔ̃
barémiseront;ba.ʁe.mi.zə.ʁɔ̃
barémises;ba.ʁe.miz
barémisez;ba.ʁe.mi.ze
barémisiez;ba.ʁe.mi.zje
barémisions;ba.ʁe.mi.zjɔ̃
barémisons;ba.ʁe.mi.zɔ̃
barétâmes;ba.ʁe.tam
barétât;ba.ʁe.ta
barétâtes;ba.ʁe.tat
barétèrent;ba.ʁe.tɛʁ
barété;ba.ʁe.te
baréta;ba.ʁe.ta
barétai;ba.ʁe.te
barétaient;ba.ʁe.tɛ
barétais;ba.ʁe.tɛ
barétait;ba.ʁe.tɛ
barétant;ba.ʁe.tɑ̃
barétas;ba.ʁe.ta
barétasse;ba.ʁe.tas
barétassent;ba.ʁe.tas
barétasses;ba.ʁe.tas
barétassiez;ba.ʁe.ta.sje
barétassions;ba.ʁe.ta.sjɔ̃
baréter;ba.ʁe.te
barétera;ba.ʁe.tə.ʁa
baréterai;ba.ʁe.tə.ʁe
baréteraient;ba.ʁɛ.tə.ʁɛ
baréterais;ba.ʁɛ.tə.ʁɛ
baréterait;ba.ʁɛ.tə.ʁɛ
baréteras;ba.ʁe.tə.ʁa
baréterez;ba.ʁe.tə.ʁe
baréteriez;ba.ʁɛ.tə.ʁje
baréterions;ba.ʁɛ.tə.ʁjɔ̃
baréterons;ba.ʁe.tə.ʁɔ̃
baréteront;ba.ʁe.tə.ʁɔ̃
barétez;ba.ʁe.te
barétiez;ba.ʁe.tje
barétions;ba.ʁe.tjɔ̃
barétons;ba.ʁe.tɔ̃
barême;ba.ʁɛm
barêmes;ba.ʁɛm
barômetro;baʁ.bo
bar;baʁ
bara;ba.ʁa
barab;balt
baraba;bal.ta.zaʁ
barabah;balt
barabam;balt
barabama;balt
barabami;balt
baraban;ba.ʁa.bɑ̃
barabans;ba.ʁa.bɑ̃
barabe;balt
barabi;balt
barabo;balt
baracca;bal.kɔn
barachois;ba.ʁa.ʃwa
barade;ba.ʁad
baradelle;ba.ʁa.dɛl
baradelles;ba.ʁa.dɛl
barades;ba.ʁad
baradoj;ba.nɔ̃
baradojn;ba.nɔ̃
baradon;ba.nɔ̃
baradoz;bal
baragouinâmes;ba.ʁa.ɡwi.nam
baragouinât;ba.ʁa.ɡwi.na
baragouinâtes;ba.ʁa.ɡwi.nat
baragouinèrent;ba.ʁa.ɡwi.nɛʁ
baragouiné;ba.ʁa.ɡwi.ne
baragouinée;ba.ʁa.ɡwi.ne
baragouinées;ba.ʁa.ɡwi.ne
baragouinés;ba.ʁa.ɡwi.ne
baragouin;ba.ʁa.ɡwɛ̃
baragouina;ba.ʁa.ɡwi.na
baragouinage;ba.ʁa.ɡwi.naʒ
baragouinages;ba.ʁa.ɡwi.naʒ
baragouinai;ba.ʁa.ɡwi.ne
baragouinaient;ba.ʁa.ɡwi.nɛ
baragouinais;ba.ʁa.ɡwi.nɛ
baragouinait;ba.ʁa.ɡwi.nɛ
baragouinant;ba.ʁa.ɡwi.nɑ̃
baragouinas;ba.ʁa.ɡwi.na
baragouinasse;ba.ʁa.ɡwi.nas
baragouinassent;ba.ʁa.ɡwi.nas
baragouinasses;ba.ʁa.ɡwi.nas
baragouinassiez;ba.ʁa.ɡwi.na.sje
baragouinassions;ba.ʁa.ɡwi.na.sjɔ̃
baragouine;ba.ʁa.ɡwin
baragouinent;ba.ʁa.ɡwin
baragouinera;ba.ʁa.ɡwi.nə.ʁa
baragouinerai;ba.ʁa.ɡwi.nə.ʁe
baragouineraient;ba.ʁa.ɡwi.nə.ʁɛ
baragouinerais;ba.ʁa.ɡwi.nə.ʁɛ
baragouinerait;ba.ʁa.ɡwi.nə.ʁɛ
baragouineras;ba.ʁa.ɡwi.nə.ʁa
baragouinerez;ba.ʁa.ɡwi.nə.ʁe
baragouineriez;ba.ʁa.ɡwi.nə.ʁje
baragouinerions;ba.ʁa.ɡwi.nə.ʁjɔ̃
baragouinerons;ba.ʁa.ɡwi.nə.ʁɔ̃
baragouineront;ba.ʁa.ɡwi.nə.ʁɔ̃
baragouines;ba.ʁa.ɡwin
baragouineur;baʁ.do
baragouineurs;ba.ʁa.ɡwi.nœʁ
baragouineuse;ba.ʁa.ɡwi.nøz
baragouineuses;ba.ʁa.ɡwi.nøz
baragouinez;ba.ʁa.ɡwi.ne
baragouiniez;ba.ʁa.ɡwi.nje
baragouinions;ba.ʁa.ɡwi.njɔ̃
baragouinons;ba.ʁa.ɡwi.nɔ̃
baragouins;ba.ʁa.ɡwɛ̃
barai;ba.ʁe
baraient;ba.ʁɛ
barais;ba.ʁɛ
barait;ba.ʁɛ
barak;ba.ʁak
baraka;ba.ʁa.ka
baraki;ba.ʁa.ki
barako;ba.la.do
barakoj;ba.nɔ̃
barakojn;ba.nɔ̃
barakon;ba.nɔ̃
baraks;ba.ʁak
baraktanta;ba.lɔ.ta
baraktar;ba.la.do
baraktas;ba.lɔ.ta
baraktinta;ba.lɔ.ta
baraktis;ba.lɔ.ta
baraktoj;ba.nɔ̃
baraktojn;ba.nɔ̃
barakton;ba.nɔ̃
baraktonta;ba.lɔ.ta
baraktos;ba.lɔ.ta
baraktu;ba.lɔ.ta
baraktus;ba.lɔ.ta
baralhar;bɑ̃.kə.ta
baraliptons;ba.ʁɑ̃.daʒ
barana;bɑ̃.kal
barandage;ba.ʁɑ̃.daʒ
barandages;ba.ʁɑ̃.daʒ
barang;be.ɔ.si
barange;ba.ʁɑ̃ʒ
baranges;ba.ʁa.kij
baranka;ba.ʁak
barant;ba.ʁɑ̃
baranta;ba.ʁa
baraquâmes;ba.ʁa.kam
baraquât;ba.ʁa.ka
baraquâtes;ba.ʁa.kat
baraquèrent;ba.ʁa.kɛʁ
baraqué;ba.ʁa.ke
baraquée;ba.ʁa.ke
baraquées;ba.ʁa.ke
baraqués;ba.ʁa.ke
baraqua;ba.ʁa.ka
baraquage;ba.ʁa.kaʒ
baraquages;ba.ʁa.kaʒ
baraquai;ba.ʁa.ke
baraquaient;ba.ʁa.kɛ
baraquais;ba.ʁa.kɛ
baraquait;ba.ʁa.kɛ
baraquant;ba.ʁa.kɑ̃
baraquas;ba.ʁa.ka
baraquasse;ba.ʁa.kas
baraquassent;ba.ʁa.kas
baraquasses;ba.ʁa.kas
baraquassiez;ba.ʁa.ka.sje
baraquassions;ba.ʁa.ka.sjɔ̃
baraque;ba.ʁak
baraquemens;ba.ʁak.mɑ̃
baraquement;ba.ʁak.mɑ̃
baraquements;ba.ʁak.mɑ̃
baraquent;ba.ʁak
baraquer;ba.ʁa.ke
baraquera;ba.ʁa.kə.ʁa
baraquerai;ba.ʁa.kə.ʁe
baraqueraient;ba.ʁa.kə.ʁɛ
baraquerais;ba.ʁa.kə.ʁɛ
baraquerait;ba.ʁa.kə.ʁɛ
baraqueras;ba.ʁa.kə.ʁa
baraquerez;ba.ʁa.kə.ʁe
baraqueriez;ba.ʁa.kə.ʁje
baraquerions;ba.ʁa.kə.ʁjɔ̃
baraquerons;ba.ʁa.kə.ʁɔ̃
baraqueront;ba.ʁa.kə.ʁɔ̃
baraques;ba.ʁak
baraquette;ba.ʁa.kɛt
baraquettes;ba.ʁa.kɛt
baraquez;ba.ʁa.ke
baraquière;ba.ʁa.kjɛʁ
baraquières;ba.ʁa.kjɛʁ
baraquier;ba.ʁa.kje
baraquiers;ba.ʁa.kje
baraquiez;ba.ʁa.kje
baraquille;ba.ʁa.kij
baraquilles;ba.ʁa.kij
baraquions;ba.ʁa.kjɔ̃
baraquiste;ba.ʁa.kist
baraquistes;ba.ʁa.kist
baraquons;ba.ʁa.kɔ̃
baras;ba.ʁa
barasse;ba.ʁas
barassent;ba.ʁas
barasses;ba.ʁas
barassiez;ba.ʁa.sje
barassions;ba.ʁa.sjɔ̃
barat;bɑ̃.tu
barata;bɑ̃.kə.ta
barataninoj;ba.nɔ̃
barataninojn;ba.nɔ̃
barataninon;ba.nɔ̃
baratanoj;ba.nɔ̃
baratanojn;ba.nɔ̃
baratanon;ba.nɔ̃
barate;ba.ʁat
baraterie;ba.ʁa.tʁi
barateries;ba.ʁa.tʁi
barathon;ba.ʁa.tɔ̃
barathons;ba.ʁa.tɔ̃
barathromètre;ba.ʁa.tʁɔ.mɛtʁ
barathromètres;ba.ʁa.tʁɔ.mɛtʁ
baratinâmes;ba.ʁa.ti.nam
baratinât;ba.ʁa.ti.na
baratinâtes;ba.ʁa.ti.nat
baratinèrent;ba.ʁa.ti.nɛʁ
baratiné;ba.ʁa.ti.ne
baratinée;ba.ʁa.ti.ne
baratinées;ba.ʁa.ti.ne
baratinés;ba.ʁa.ti.ne
baratin;ba.ʁa.tɛ̃
baratina;ba.ʁa.ti.na
baratinai;ba.ʁa.ti.ne
baratinaient;ba.ʁa.ti.nɛ
baratinais;ba.ʁa.ti.nɛ
baratinait;ba.ʁa.ti.nɛ
baratinant;ba.ʁa.ti.nɑ̃
baratinas;ba.ʁa.ti.na
baratinasse;ba.ʁa.ti.nas
baratinassent;ba.ʁa.ti.nas
baratinasses;ba.ʁa.ti.nas
baratinassiez;ba.ʁa.ti.na.sje
baratinassions;ba.ʁa.ti.na.sjɔ̃
baratine;ba.ʁa.tin
baratinent;ba.ʁa.tin
baratiner;ba.ʁa.ti.ne
baratinera;ba.ʁa.ti.nə.ʁa
baratinerai;ba.ʁa.ti.nə.ʁe
baratineraient;ba.ʁa.ti.nə.ʁɛ
baratinerais;ba.ʁa.ti.nə.ʁɛ
baratinerait;ba.ʁa.ti.nə.ʁɛ
baratineras;ba.ʁa.ti.nə.ʁa
baratinerez;ba.ʁa.ti.nə.ʁe
baratineriez;ba.ʁa.ti.nə.ʁje
baratinerions;ba.ʁa.ti.nə.ʁjɔ̃
baratinerons;ba.ʁa.ti.nə.ʁɔ̃
baratineront;ba.ʁa.ti.nə.ʁɔ̃
baratines;ba.ʁa.tin
baratineurs;ba.ʁa.ti.nœʁ
baratineuse;ba.ʁa.ti.nøz
baratinez;ba.ʁa.ti.ne
baratiniez;ba.ʁa.ti.nje
baratinions;ba.ʁa.ti.njɔ̃
baratinons;ba.ʁa.ti.nɔ̃
baratins;ba.ʁa.tɛ̃
baratro;bal.kɔn
barattâmes;ba.ʁa.tam
barattât;ba.ʁa.ta
barattâtes;ba.ʁa.tat
barattèrent;ba.ʁa.tɛʁ
baratté;ba.ʁa.te
barattée;ba.ʁa.te
barattées;ba.ʁa.te
barattés;ba.ʁa.te
baratta;ba.ʁa.ta
barattage;ba.ʁa.taʒ
barattages;ba.ʁa.taʒ
barattai;ba.ʁa.te
barattaient;ba.ʁa.tɛ
barattais;ba.ʁa.tɛ
barattait;ba.ʁa.tɛ
barattant;ba.ʁa.tɑ̃
barattas;ba.ʁa.ta
barattasse;ba.ʁa.tas
barattassent;ba.ʁa.tas
barattasses;ba.ʁa.tas
barattassiez;ba.ʁa.ta.sje
barattassions;ba.ʁa.ta.sjɔ̃
baratte;ba.ʁat
barattent;ba.ʁat
baratter;ba.ʁa.te
barattera;ba.ʁa.tə.ʁa
baratterai;ba.ʁa.tə.ʁe
baratteraient;ba.ʁa.tə.ʁɛ
baratterais;ba.ʁa.tə.ʁɛ
baratterait;ba.ʁa.tə.ʁɛ
baratteras;ba.ʁa.tə.ʁa
baratterez;ba.ʁa.tə.ʁe
baratterie;ba.ʁa.tʁi
baratteries;ba.ʁa.tʁi
baratteriez;ba.ʁa.tə.ʁje
baratterions;ba.ʁa.tə.ʁjɔ̃
baratterons;ba.ʁa.tə.ʁɔ̃
baratteront;ba.ʁa.tə.ʁɔ̃
barattes;ba.ʁat
baratteur;ba.ʁa.tœʁ
baratteurs;ba.ʁa.tœʁ
baratteuse;ba.ʁa.tøz
baratteuses;ba.ʁa.tøz
barattez;ba.ʁa.te
barattiez;ba.ʁa.tje
barattions;ba.ʁa.tjɔ̃
baratton;ba.ʁa.tɔ̃
barattons;ba.ʁa.tɔ̃
baraudâmes;ba.ʁo.dam
baraudât;ba.ʁo.da
baraudâtes;ba.ʁo.dat
baraudèrent;ba.ʁo.dɛʁ
baraudé;ba.ʁo.de
baraudée;ba.ʁo.de
baraudées;ba.ʁo.de
baraudés;ba.ʁo.de
barauda;ba.ʁo.da
baraudai;ba.ʁo.de
baraudaient;ba.ʁo.dɛ
baraudais;ba.ʁo.dɛ
baraudait;ba.ʁo.dɛ
baraudant;ba.ʁo.dɑ̃
baraudas;ba.ʁo.da
baraudasse;ba.ʁo.das
baraudassent;ba.ʁo.das
baraudasses;ba.ʁo.das
baraudassiez;ba.ʁo.da.sje
baraudassions;ba.ʁo.da.sjɔ̃
baraude;ba.ʁod
baraudent;ba.ʁod
barauder;ba.ʁɔ.de
baraudera;ba.ʁo.də.ʁa
barauderai;ba.ʁo.də.ʁe
barauderaient;ba.ʁo.də.ʁɛ
barauderais;ba.ʁo.də.ʁɛ
barauderait;ba.ʁo.də.ʁɛ
barauderas;ba.ʁo.də.ʁa
barauderez;ba.ʁo.də.ʁe
barauderiez;ba.ʁo.də.ʁje
barauderions;ba.ʁo.də.ʁjɔ̃
barauderons;ba.ʁo.də.ʁɔ̃
barauderont;ba.ʁo.də.ʁɔ̃
baraudes;ba.ʁod
baraudez;ba.ʁo.de
baraudiez;ba.ʁo.dje
baraudions;ba.ʁo.djɔ̃
baraudons;ba.ʁo.dɔ̃
barbâmes;baʁ.bam
barbât;baʁ.ba
barbâtes;baʁ.bat
barbèle;baʁ.bɛl
barbèlent;baʁ.bɛl
barbèlera;baʁ.bɛ.lə.ʁa
barbèlerai;baʁ.bɛ.lə.ʁe
barbèleraient;baʁ.bɛ.lə.ʁɛ
barbèlerais;baʁ.bɛ.lə.ʁɛ
barbèlerait;baʁ.bɛ.lə.ʁɛ
barbèleras;baʁ.bɛ.lə.ʁa
barbèlerez;baʁ.bɛ.lə.ʁe
barbèleriez;baʁ.bɛ.lə.ʁje
barbèlerions;baʁ.bɛ.lə.ʁjɔ̃
barbèlerons;baʁ.bɛ.lə.ʁɔ̃
barbèleront;baʁ.bɛ.lə.ʁɔ̃
barbèles;baʁ.bɛl
barbèrent;baʁ.bɛʁ
barbé;baʁ.be
barbée;baʁ.be
barbées;baʁ.be
barbéiâmes;baʁ.be.jam
barbéiât;baʁ.be.ja
barbéiâtes;baʁ.be.jat
barbéièrent;baʁ.be.jɛʁ
barbéié;baʁ.be.je
barbéia;baʁ.be.ja
barbéiai;baʁ.be.je
barbéiaient;baʁ.be.jɛ
barbéiais;baʁ.be.jɛ
barbéiait;baʁ.be.jɛ
barbéiant;baʁ.be.jɑ̃
barbéias;baʁ.be.ja
barbéiasse;baʁ.be.jas
barbéiassent;baʁ.be.jas
barbéiasses;baʁ.be.jas
barbéiassiez;baʁ.be.ja.sje
barbéiassions;baʁ.be.ja.sjɔ̃
barbéie;baʁ.be.jɑ̃
barbéient;baʁ.bɛj
barbéier;baʁ.be.je
barbéiera;baʁ.bɛ.jə.ʁa
barbéierai;baʁ.bɛ.jə.ʁe
barbéieraient;baʁ.bɛ.jə.ʁɛ
barbéierais;baʁ.bɛ.jə.ʁɛ
barbéierait;baʁ.bɛ.jə.ʁɛ
barbéieras;baʁ.bɛ.jə.ʁa
barbéierez;baʁ.bɛ.jə.ʁe
barbéieriez;baʁ.bɛ.jə.ʁje
barbéierions;baʁ.bɛ.jə.ʁjɔ̃
barbéierons;baʁ.bɛ.jə.ʁɔ̃
barbéieront;baʁ.bɛ.jə.ʁɔ̃
barbéies;baʁ.bɛj
barbéiez;baʁ.be.je
barbéiiez;baʁ.be.je
barbéiions;baʁ.be.jɔ̃
barbéions;baʁ.be.jɔ̃
barbés;baʁ.be
barba;baʁ.ba
barbabietola;bal.kɔn
barbacanes;baʁ.ba.kan
barbacole;baʁ.ba.kɔl
barbacoles;baʁ.ba.kɔl
barbacolle;baʁ.ba.kɔl
barbacolles;baʁ.ba.kɔl
barbadiana;baʁ.ba.djɛn
barbadiane;baʁ.ba.djɛn
barbadiani;baʁ.ba.djɛn
barbadiano;baʁ.ba.djɛn
barbadien;baʁ.ba.djɛ̃
barbadienne;baʁ.ba.djɛn
barbadiennes;baʁ.ba.djɛn
barbadiens;baʁ.ba.djɛ̃
barbadine;baʁ.ba.din
barbadines;baʁ.ba.din
barbado;bɑ̃.kə.ta
barbadoregna;baʁ.ba.djɛn
barbadoregne;baʁ.ba.djɛn
barbadoregni;baʁ.ba.djɛn
barbadoregno;baʁ.ba.djɛn
barbaforte;bal.kɔn
barbai;baʁ.be
barbaient;baʁ.bɛ
barbais;baʁ.bɛ
barbait;baʁ.bɛ
barbajans;baʁ.ba.kɔl
barbakano;ba.la.do
barbaloïne;baʁ.ba.lo.in
barbaloïnes;baʁ.ba.lo.in
barbant;baʁ.bɑ̃
barbantane;baʁ.bɑ̃.tan
barbante;bɑ̃.kə.ta
barbaque;baʁ.bak
barbarées;baʁ.ba.lo.in
barbara;baʁ.ba.ʁa
barbarasse;baʁ.ba.ʁas
barbarasses;baʁ.bə.lɛ
barbare;baʁ.baʁ
barbarecoj;ba.nɔ̃
barbarecojn;ba.nɔ̃
barbarecon;ba.nɔ̃
barbarement;baʁ.baʁ.mɑ̃
barbaresque;baʁ.ba.ʁɛsk
barbaria;bɑ̃.kə.ta
barbarians;bɔ̃.bys
barbaridade;bɑ̃.kə.ta
barbarie;baʁ.ba.ʁi
barbaries;baʁ.ba.ʁi
barbarigaires;baʁ.bə.lɛ
barbarih;balt
barbarin;baʁ.ba.ʁɛ̃
barbarine;baʁ.ba.ʁin
barbarines;baʁ.ba.ʁin
barbarins;baʁ.ba.ʁɛ̃
barbarisâmes;baʁ.ba.ʁi.zam
barbarisât;baʁ.ba.ʁi.za
barbarisâtes;baʁ.ba.ʁi.zat
barbarisèrent;baʁ.ba.ʁi.zɛʁ
barbarisé;baʁ.ba.ʁi.ze
barbarisée;baʁ.ba.ʁi.ze
barbarisées;baʁ.ba.ʁi.ze
barbarisés;baʁ.ba.ʁi.ze
barbarisa;baʁ.ba.ʁi.za
barbarisai;baʁ.ba.ʁi.ze
barbarisaient;baʁ.ba.ʁi.zɛ
barbarisais;baʁ.ba.ʁi.zɛ
barbarisait;baʁ.ba.ʁi.zɛ
barbarisant;baʁ.ba.ʁi.zɑ̃
barbarisas;baʁ.ba.ʁi.za
barbarisasse;baʁ.ba.ʁi.zas
barbarisassent;baʁ.ba.ʁi.zas
barbarisasses;baʁ.ba.ʁi.zas
barbarisassiez;baʁ.ba.ʁi.za.sje
barbarisassions;baʁ.ba.ʁi.za.sjɔ̃
barbarisation;baʁ.ba.ʁi.za.sjɔ̃
barbarise;baʁ.ba.ʁiz
barbarisent;baʁ.ba.ʁiz
barbariser;baʁ.ba.ʁi.ze
barbarisera;baʁ.ba.ʁi.zə.ʁa
barbariserai;baʁ.ba.ʁi.zə.ʁe
barbariseraient;baʁ.ba.ʁi.zə.ʁɛ
barbariserais;baʁ.ba.ʁi.zə.ʁɛ
barbariserait;baʁ.ba.ʁi.zə.ʁɛ
barbariseras;baʁ.ba.ʁi.zə.ʁa
barbariserez;baʁ.ba.ʁi.zə.ʁe
barbariseriez;baʁ.ba.ʁi.zə.ʁje
